user_id,experienced,group,patient_id,transform_type,task_id,task_index,duration_seconds,a_vertebralis_r_rel,a_vertebralis_r_abs_5,a_vertebralis_l_rel,a_vertebralis_l_abs_5,a_carotisexterna_r_rel,a_carotisexterna_r_abs_5,a_carotisexterna_l_rel,a_carotisexterna_l_abs_5,lymph_node_abs,lymph_node_tre_linear,lymph_node_tre_nonlinear,recurrence,slider_total_distance_mm,slider_usage_count,pan_total_distance_px,pan_usage_count,zoom_total_distance_px,zoom_usage_count,window_level_total_distance_px,window_level_usage_count,drag_scroll_total_distance_px,drag_scroll_usage_count,wheel_scroll_distance_c,double_click_Red1_count,double_click_Red2_count,double_click_Green1_count,double_click_Green2_count,double_click_Yellow1_count,double_click_Yellow2_count,synchronised_count,arrow_key_Red1_count,arrow_key_Red2_count,arrow_key_Green1_count,arrow_key_Green2_count,arrow_key_Yellow1_count,arrow_key_Yellow2_count
rad_1,False,1,calibration_3_2VO-i_onOGw,TransformType.LINEAR,recurrence,task_idx_0038,443.532,,,,,,,,,,,,fn,0.0,0.0,443.2549465248086,13.0,0.0,0.0,2220.451404105897,104.0,2767.4204227405717,163.0,1231.0,3.0,0.0,2.0,0.0,1.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
rad_1,False,1,hkvdD_XVYqo,TransformType.NONLINEAR,a_vertebralis_r,task_idx_0039,72.668,5.376340028985703,False,,,,,,,,,,,0.0,0.0,461.41087980237313,2.0,0.0,0.0,0.0,0.0,0.0,0.0,178.0,2.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
rad_1,False,1,hkvdD_XVYqo,TransformType.NONLINEAR,a_vertebralis_l,task_idx_0040,60.94,,,24.666311402573008,False,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,167.25465584061482,11.0,569.5826257426734,112.0,155.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
rad_1,False,1,hkvdD_XVYqo,TransformType.NONLINEAR,a_carotisexterna_r,task_idx_0041,48.56,,,,,12.770998818186436,False,,,,,,,0.0,0.0,1241.284722367613,31.0,733.6737564335189,44.0,0.0,0.0,0.0,0.0,121.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
rad_1,False,1,hkvdD_XVYqo,TransformType.NONLINEAR,a_carotisexterna_l,task_idx_0042,43.05,,,,,,,19.21001792703405,False,,,,,0.0,0.0,813.7158494695731,28.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rad_1,False,1,hkvdD_XVYqo,TransformType.NONLINEAR,lymph_node,task_idx_0043,41.033,,,,,,,,,True,4.39,3.2,,0.0,0.0,1344.7311988235488,31.0,126.39366315418454,12.0,0.0,0.0,188.65845751442953,19.0,53.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rad_1,False,1,hkvdD_XVYqo,TransformType.NONLINEAR,recurrence,task_idx_0044,203.80100000000002,,,,,,,,,,,,fp,0.0,0.0,398.52440142251714,26.0,140.80673144353173,18.0,2759.900598539087,126.0,0.0,0.0,971.0,2.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
rad_1,False,1,ccucLKGWtSQ,TransformType.LINEAR,a_vertebralis_r,task_idx_0045,48.778,3.8815497507923893,True,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,185.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
rad_1,False,1,ccucLKGWtSQ,TransformType.LINEAR,a_vertebralis_l,task_idx_0046,27.474,,,8.07555281785985,False,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rad_1,False,1,ccucLKGWtSQ,TransformType.LINEAR,a_carotisexterna_r,task_idx_0047,51.241,,,,,18.056001485061177,False,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
rad_1,False,1,ccucLKGWtSQ,TransformType.LINEAR,a_carotisexterna_l,task_idx_0048,27.34,,,,,,,24.827484431827305,False,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rad_1,False,1,ccucLKGWtSQ,TransformType.LINEAR,lymph_node,task_idx_0049,82.43,,,,,,,,,False,11.63,9.69,,0.0,0.0,973.6871092093647,25.0,207.2433987978839,16.0,0.0,0.0,0.0,0.0,404.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
rad_1,False,1,ccucLKGWtSQ,TransformType.LINEAR,recurrence,task_idx_0050,257.968,,,,,,,,,,,,fp,0.0,0.0,1784.902218324489,73.0,1481.4769374920356,61.0,0.0,0.0,95.69617910774772,13.0,349.0,0.0,0.0,0.0,0.0,3.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
rad_1,False,1,2w1vVKUCbcg,TransformType.NONE,a_vertebralis_r,task_idx_0051,24.204,3.270367746886712,True,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rad_1,False,1,2w1vVKUCbcg,TransformType.NONE,a_vertebralis_l,task_idx_0052,43.181,,,13.397390174015577,False,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,153.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rad_1,False,1,2w1vVKUCbcg,TransformType.NONE,a_carotisexterna_r,task_idx_0053,85.441,,,,,1.2593190181749432,True,,,,,,,0.0,0.0,1058.9664135622374,25.0,386.1482591419333,33.0,0.0,0.0,1450.2546716184188,147.0,330.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rad_1,False,1,2w1vVKUCbcg,TransformType.NONE,a_carotisexterna_l,task_idx_0054,33.825,,,,,,,8.78014042687922,False,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rad_1,False,1,2w1vVKUCbcg,TransformType.NONE,lymph_node,task_idx_0055,36.099,,,,,,,,,True,25.94,3.8,,0.0,0.0,737.2279796093749,23.0,0.0,0.0,0.0,0.0,1954.9270864740374,118.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rad_1,False,1,2w1vVKUCbcg,TransformType.NONE,recurrence,task_idx_0056,185.342,,,,,,,,,,,,tp,95.39999999999998,15.0,7438.869628991939,128.0,1400.0176175292902,58.0,1653.040222963891,39.0,13747.317232122123,489.0,194.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
rad_1,False,1,CSSdmYlgjew,TransformType.NONLINEAR,a_vertebralis_r,task_idx_0057,56.684,2.7045917048804236,True,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,178.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rad_1,False,1,CSSdmYlgjew,TransformType.NONLINEAR,a_vertebralis_l,task_idx_0058,28.426,,,3.8474662337113212,True,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rad_1,False,1,CSSdmYlgjew,TransformType.NONLINEAR,a_carotisexterna_r,task_idx_0059,50.96,,,,,12.453192857077976,False,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
rad_1,False,1,CSSdmYlgjew,TransformType.NONLINEAR,a_carotisexterna_l,task_idx_0060,47.954,,,,,,,3.027105662387792,True,,,,,0.0,0.0,491.193321537002,5.0,100.46478645726594,11.0,0.0,0.0,0.0,0.0,125.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rad_1,False,1,CSSdmYlgjew,TransformType.NONLINEAR,lymph_node,task_idx_0061,27.872,,,,,,,,,True,6.26,1.04,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
rad_1,False,1,CSSdmYlgjew,TransformType.NONLINEAR,recurrence,task_idx_0062,177.136,,,,,,,,,,,,tn,173.8,25.0,3294.1554533718236,105.0,1278.3352756585311,86.0,0.0,0.0,2125.144545211094,139.0,112.0,0.0,0.0,2.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
rad_1,False,1,96-du2ceM4o,TransformType.LINEAR,a_vertebralis_r,task_idx_0063,24.948,3.052126913084447,True,,,,,,,,,,,0.0,0.0,509.23079247036895,2.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
rad_1,False,1,96-du2ceM4o,TransformType.LINEAR,a_vertebralis_l,task_idx_0064,26.497,,,4.397800145966236,True,,,,,,,,,0.0,0.0,1.4142135623730951,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
rad_1,False,1,96-du2ceM4o,TransformType.LINEAR,a_carotisexterna_r,task_idx_0065,25.292,,,,,2.234520341259714,True,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
rad_1,False,1,96-du2ceM4o,TransformType.LINEAR,a_carotisexterna_l,task_idx_0066,43.591,,,,,,,2.531168005496869,True,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
rad_1,False,1,96-du2ceM4o,TransformType.LINEAR,lymph_node,task_idx_0067,15.531,,,,,,,,,True,2.22,1.32,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
rad_1,False,1,96-du2ceM4o,TransformType.LINEAR,recurrence,task_idx_0068,284.749,,,,,,,,,,,,tn,0.0,0.0,4838.320250195883,137.0,1841.595093506169,61.0,0.0,0.0,436.5381886430779,83.0,267.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
rad_1,False,1,WeMcC01ZNgY,TransformType.NONLINEAR,a_vertebralis_r,task_idx_0069,21.635,2.900215824132668,True,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
rad_1,False,1,WeMcC01ZNgY,TransformType.NONLINEAR,a_vertebralis_l,task_idx_0070,46.224,,,3.220622161083795,True,,,,,,,,,0.0,0.0,273.0883135514967,10.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
rad_1,False,1,WeMcC01ZNgY,TransformType.NONLINEAR,a_carotisexterna_r,task_idx_0071,31.517,,,,,2.3832203370411897,True,,,,,,,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
rad_1,False,1,WeMcC01ZNgY,TransformType.NONLINEAR,a_carotisexterna_l,task_idx_0072,18.637,,,,,,,0.7084047586003666,True,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
rad_1,False,1,WeMcC01ZNgY,TransformType.NONLINEAR,lymph_node,task_idx_0073,15.834,,,,,,,,,True,1.64,1.25,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
rad_1,False,1,WeMcC01ZNgY,TransformType.NONLINEAR,recurrence,task_idx_0074,106.847,,,,,,,,,,,,fp,0.0,0.0,5048.345825818172,126.0,1923.8618579492609,82.0,3370.8795596392424,177.0,3818.9142306606113,260.0,43.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
rad_1,False,1,CD8Gu0llvgk,TransformType.LINEAR,a_vertebralis_r,task_idx_0075,30.159,11.30519278308173,False,,,,,,,,,,,0.0,0.0,427.15453877958504,2.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
rad_1,False,1,CD8Gu0llvgk,TransformType.LINEAR,a_vertebralis_l,task_idx_0076,40.782,,,20.512550328965236,False,,,,,,,,,0.0,0.0,363.79252328765637,2.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
rad_1,False,1,CD8Gu0llvgk,TransformType.LINEAR,a_carotisexterna_r,task_idx_0077,72.711,,,,,2.7719042283465614,True,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
rad_1,False,1,CD8Gu0llvgk,TransformType.LINEAR,a_carotisexterna_l,task_idx_0078,16.706,,,,,,,6.514066642425788,False,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
rad_1,False,1,CD8Gu0llvgk,TransformType.LINEAR,lymph_node,task_idx_0079,24.485,,,,,,,,,True,1.69,1.96,,0.0,0.0,264.70549673174526,2.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
rad_1,False,1,CD8Gu0llvgk,TransformType.LINEAR,recurrence,task_idx_0080,108.331,,,,,,,,,,,,fp,0.0,0.0,3791.3690755021926,144.0,2724.845925704841,124.0,0.0,0.0,0.0,0.0,166.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
rad_1,False,1,TMxGak0IQOg,TransformType.LINEAR,a_vertebralis_r,task_idx_0081,43.201,7.602413080203407,False,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
rad_1,False,1,TMxGak0IQOg,TransformType.LINEAR,a_vertebralis_l,task_idx_0082,30.71,,,3.514110577042672,True,,,,,,,,,0.0,0.0,356.0589838776716,2.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
rad_1,False,1,TMxGak0IQOg,TransformType.LINEAR,a_carotisexterna_r,task_idx_0083,18.786,,,,,2.5438480201272,True,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
rad_1,False,1,TMxGak0IQOg,TransformType.LINEAR,a_carotisexterna_l,task_idx_0084,17.073,,,,,,,3.6756341740080467,True,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
rad_1,False,1,TMxGak0IQOg,TransformType.LINEAR,lymph_node,task_idx_0085,26.306,,,,,,,,,True,17.51,6.15,,0.0,0.0,212.25574983167877,9.0,357.3114852751259,17.0,0.0,0.0,0.0,0.0,16.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
rad_1,False,1,TMxGak0IQOg,TransformType.LINEAR,recurrence,task_idx_0086,230.084,,,,,,,,,,,,fn,0.0,0.0,5338.970105648651,161.0,3749.1213314589327,156.0,3901.038688795441,207.0,4821.4825756608025,331.0,407.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
rad_1,False,1,g-chOlbtzBQ,TransformType.NONLINEAR,a_vertebralis_r,task_idx_0087,43.003,0.3313427703823032,True,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
rad_1,False,1,g-chOlbtzBQ,TransformType.NONLINEAR,a_vertebralis_l,task_idx_0088,24.298,,,3.413378039367916,True,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
rad_1,False,1,g-chOlbtzBQ,TransformType.NONLINEAR,a_carotisexterna_r,task_idx_0089,27.735,,,,,1.779134945144581,True,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
rad_1,False,1,g-chOlbtzBQ,TransformType.NONLINEAR,a_carotisexterna_l,task_idx_0090,21.712,,,,,,,6.076394103166584,False,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
rad_1,False,1,g-chOlbtzBQ,TransformType.NONLINEAR,lymph_node,task_idx_0091,25.517,,,,,,,,,True,4.11,1.52,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
rad_1,False,1,g-chOlbtzBQ,TransformType.NONLINEAR,recurrence,task_idx_0092,379.71999999999997,,,,,,,,,,,,fp,0.0,0.0,5781.597140899679,158.0,4081.805391520363,211.0,1.0,2.0,2452.467002678513,225.0,642.0,0.0,0.0,0.0,0.0,1.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0
rad_1,False,1,7IZ0hAktN78,TransformType.NONE,a_vertebralis_r,task_idx_0093,100.10000000000001,7.1580680746347225,False,,,,,,,,,,,0.0,0.0,111.40017953306898,2.0,249.9044942981677,21.0,37.78049716414141,4.0,2353.363494986499,548.0,17.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rad_1,False,1,7IZ0hAktN78,TransformType.NONE,a_vertebralis_l,task_idx_0094,57.048,,,3.5702815740284755,True,,,,,,,,,0.0,0.0,354.2033314354906,2.0,0.0,0.0,0.0,0.0,1519.9219729268912,399.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
